hipps_code,hhrg_weight
1BFKS,0.6194
1BFKT,0.6194
1BFKU,0.6194
1BFKV,0.6194
1BFKW,0.6194
1BFKX,0.6194
1BFLS,0.7652
1BFLT,0.7652
1BFLU,0.7652
1BFLV,0.7652
1BFLW,0.7652
1BFLX,0.7652
1BFMS,0.9109
1BFMT,0.9109
1BFMU,0.9109
1BFMV,0.9109
1BFMW,0.9109
1BFMX,0.9109
1BFNS,1.0567
1BFNT,1.0567
1BFNU,1.0567
1BFNV,1.0567
1BFNW,1.0567
1BFNX,1.0567
1BFPS,1.2025
1BFPT,1.2025
1BFPU,1.2025
1BFPV,1.2025
1BFPW,1.2025
1BFPX,1.2025
1BGKS,0.7746
1BGKT,0.7746
1BGKU,0.7746
1BGKV,0.7746
1BGKW,0.7746
1BGKX,0.7746
1BGLS,0.9036
1BGLT,0.9036
1BGLU,0.9036
1BGLV,0.9036
1BGLW,0.9036
1BGLX,0.9036
1BGMS,1.0326
1BGMT,1.0326
1BGMU,1.0326
1BGMV,1.0326
1BGMW,1.0326
1BGMX,1.0326
1BGNS,1.1617
1BGNT,1.1617
1BGNU,1.1617
1BGNV,1.1617
1BGNW,1.1617
1BGNX,1.1617
1BGPS,1.2907
1BGPT,1.2907
1BGPU,1.2907
1BGPV,1.2907
1BGPW,1.2907
1BGPX,1.2907
1BHKS,0.8457
1BHKT,0.8457
1BHKU,0.8457
1BHKV,0.8457
1BHKW,0.8457
1BHKX,0.8457
1BHLS,0.9677
1BHLT,0.9677
1BHLU,0.9677
1BHLV,0.9677
1BHLW,0.9677
1BHLX,0.9677
1BHMS,1.0896
1BHMT,1.0896
1BHMU,1.0896
1BHMV,1.0896
1BHMW,1.0896
1BHMX,1.0896
1BHNS,1.2116
1BHNT,1.2116
1BHNU,1.2116
1BHNV,1.2116
1BHNW,1.2116
1BHNX,1.2116
1BHPS,1.3336
1BHPT,1.3336
1BHPU,1.3336
1BHPV,1.3336
1BHPW,1.3336
1BHPX,1.3336
1CFKS,0.6737
1CFKT,0.6737
1CFKU,0.6737
1CFKV,0.6737
1CFKW,0.6737
1CFKX,0.6737
1CFLS,0.8428
1CFLT,0.8428
1CFLU,0.8428
1CFLV,0.8428
1CFLW,0.8428
1CFLX,0.8428
1CFMS,1.0119
1CFMT,1.0119
1CFMU,1.0119
1CFMV,1.0119
1CFMW,1.0119
1CFMX,1.0119
1CFNS,1.1809
1CFNT,1.1809
1CFNU,1.1809
1CFNV,1.1809
1CFNW,1.1809
1CFNX,1.1809
1CFPS,1.35
1CFPT,1.35
1CFPU,1.35
1CFPV,1.35
1CFPW,1.35
1CFPX,1.35
1CGKS,0.8289
1CGKT,0.8289
1CGKU,0.8289
1CGKV,0.8289
1CGKW,0.8289
1CGKX,0.8289
1CGLS,0.9812
1CGLT,0.9812
1CGLU,0.9812
1CGLV,0.9812
1CGLW,0.9812
1CGLX,0.9812
1CGMS,1.1335
1CGMT,1.1335
1CGMU,1.1335
1CGMV,1.1335
1CGMW,1.1335
1CGMX,1.1335
1CGNS,1.2859
1CGNT,1.2859
1CGNU,1.2859
1CGNV,1.2859
1CGNW,1.2859
1CGNX,1.2859
1CGPS,1.4382
1CGPT,1.4382
1CGPU,1.4382
1CGPV,1.4382
1CGPW,1.4382
1CGPX,1.4382
1CHKS,0.9
1CHKT,0.9
1CHKU,0.9
1CHKV,0.9
1CHKW,0.9
1CHKX,0.9
1CHLS,1.0453
1CHLT,1.0453
1CHLU,1.0453
1CHLV,1.0453
1CHLW,1.0453
1CHLX,1.0453
1CHMS,1.1906
1CHMT,1.1906
1CHMU,1.1906
1CHMV,1.1906
1CHMW,1.1906
1CHMX,1.1906
1CHNS,1.3359
1CHNT,1.3359
1CHNU,1.3359
1CHNV,1.3359
1CHNW,1.3359
1CHNX,1.3359
1CHPS,1.4811
1CHPT,1.4811
1CHPU,1.4811
1CHPV,1.4811
1CHPW,1.4811
1CHPX,1.4811
2AFKS,1.2049
2AFKT,1.2049
2AFKU,1.2049
2AFKV,1.2049
2AFKW,1.2049
2AFKX,1.2049
2AFLS,1.3615
2AFLT,1.3615
2AFLU,1.3615
2AFLV,1.3615
2AFLW,1.3615
2AFLX,1.3615
2AFMS,1.518
2AFMT,1.518
2AFMU,1.518
2AFMV,1.518
2AFMW,1.518
2AFMX,1.518
2AGKS,1.2764
2AGKT,1.2764
2AGKU,1.2764
2AGKV,1.2764
2AGKW,1.2764
2AGKX,1.2764
2AGLS,1.448
2AGLT,1.448
2AGLU,1.448
2AGLV,1.448
2AGLW,1.448
2AGLX,1.448
2AGMS,1.6197
2AGMT,1.6197
2AGMU,1.6197
2AGMV,1.6197
2AGMW,1.6197
2AGMX,1.6197
2AHKS,1.3122
2AHKT,1.3122
2AHKU,1.3122
2AHKV,1.3122
2AHKW,1.3122
2AHKX,1.3122
2AHLS,1.5042
2AHLT,1.5042
2AHLU,1.5042
2AHLV,1.5042
2AHLW,1.5042
2AHLX,1.5042
2AHMS,1.6961
2AHMT,1.6961
2AHMU,1.6961
2AHMV,1.6961
2AHMW,1.6961
2AHMX,1.6961
2BFKS,1.3483
2BFKT,1.3483
2BFKU,1.3483
2BFKV,1.3483
2BFKW,1.3483
2BFKX,1.3483
2BFLS,1.5021
2BFLT,1.5021
2BFLU,1.5021
2BFLV,1.5021
2BFLW,1.5021
2BFLX,1.5021
2BFMS,1.6558
2BFMT,1.6558
2BFMU,1.6558
2BFMV,1.6558
2BFMW,1.6558
2BFMX,1.6558
2BGKS,1.4198
2BGKT,1.4198
2BGKU,1.4198
2BGKV,1.4198
2BGKW,1.4198
2BGKX,1.4198
2BGLS,1.5886
2BGLT,1.5886
2BGLU,1.5886
2BGLV,1.5886
2BGLW,1.5886
2BGLX,1.5886
2BGMS,1.7575
2BGMT,1.7575
2BGMU,1.7575
2BGMV,1.7575
2BGMW,1.7575
2BGMX,1.7575
2BHKS,1.4556
2BHKT,1.4556
2BHKU,1.4556
2BHKV,1.4556
2BHKW,1.4556
2BHKX,1.4556
2BHLS,1.6448
2BHLT,1.6448
2BHLU,1.6448
2BHLV,1.6448
2BHLW,1.6448
2BHLX,1.6448
2BHMS,1.8339
2BHMT,1.8339
2BHMU,1.8339
2BHMV,1.8339
2BHMW,1.8339
2BHMX,1.8339
2CFKS,1.5191
2CFKT,1.5191
2CFKU,1.5191
2CFKV,1.5191
2CFKW,1.5191
2CFKX,1.5191
2CFLS,1.6846
2CFLT,1.6846
2CFLU,1.6846
2CFLV,1.6846
2CFLW,1.6846
2CFLX,1.6846
2CFMS,1.8502
2CFMT,1.8502
2CFMU,1.8502
2CFMV,1.8502
2CFMW,1.8502
2CFMX,1.8502
2CGKS,1.5905
2CGKT,1.5905
2CGKU,1.5905
2CGKV,1.5905
2CGKW,1.5905
2CGKX,1.5905
2CGLS,1.7712
2CGLT,1.7712
2CGLU,1.7712
2CGLV,1.7712
2CGLW,1.7712
2CGLX,1.7712
2CGMS,1.9519
2CGMT,1.9519
2CGMU,1.9519
2CGMV,1.9519
2CGMW,1.9519
2CGMX,1.9519
2CHKS,1.6263
2CHKT,1.6263
2CHKU,1.6263
2CHKV,1.6263
2CHKW,1.6263
2CHKX,1.6263
2CHLS,1.8273
2CHLT,1.8273
2CHLU,1.8273
2CHLV,1.8273
2CHLW,1.8273
2CHLX,1.8273
2CHMS,2.0283
2CHMT,2.0283
2CHMU,2.0283
2CHMV,2.0283
2CHMW,2.0283
2CHMX,2.0283
3AFKS,0.497
3AFKT,0.497
3AFKU,0.497
3AFKV,0.497
3AFKW,0.497
3AFKX,0.497
3AFLS,0.6475
3AFLT,0.6475
3AFLU,0.6475
3AFLV,0.6475
3AFLW,0.6475
3AFLX,0.6475
3AFMS,0.798
3AFMT,0.798
3AFMU,0.798
3AFMV,0.798
3AFMW,0.798
3AFMX,0.798
3AFNS,0.9485
3AFNT,0.9485
3AFNU,0.9485
3AFNV,0.9485
3AFNW,0.9485
3AFNX,0.9485
3AFPS,1.0989
3AFPT,1.0989
3AFPU,1.0989
3AFPV,1.0989
3AFPW,1.0989
3AFPX,1.0989
3AGKS,0.6254
3AGKT,0.6254
3AGKU,0.6254
3AGKV,0.6254
3AGKW,0.6254
3AGKX,0.6254
3AGLS,0.7623
3AGLT,0.7623
3AGLU,0.7623
3AGLV,0.7623
3AGLW,0.7623
3AGLX,0.7623
3AGMS,0.899
3AGMT,0.899
3AGMU,0.899
3AGMV,0.899
3AGMW,0.899
3AGMX,0.899
3AGNS,1.0357
3AGNT,1.0357
3AGNU,1.0357
3AGNV,1.0357
3AGNW,1.0357
3AGNX,1.0357
3AGPS,1.1725
3AGPT,1.1725
3AGPU,1.1725
3AGPV,1.1725
3AGPW,1.1725
3AGPX,1.1725
3AHKS,0.6946
3AHKT,0.6946
3AHKU,0.6946
3AHKV,0.6946
3AHKW,0.6946
3AHKX,0.6946
3AHLS,0.8416
3AHLT,0.8416
3AHLU,0.8416
3AHLV,0.8416
3AHLW,0.8416
3AHLX,0.8416
3AHMS,0.9886
3AHMT,0.9886
3AHMU,0.9886
3AHMV,0.9886
3AHMW,0.9886
3AHMX,0.9886
3AHNS,1.1355
3AHNT,1.1355
3AHNU,1.1355
3AHNV,1.1355
3AHNW,1.1355
3AHNX,1.1355
3AHPS,1.2825
3AHPT,1.2825
3AHPU,1.2825
3AHPV,1.2825
3AHPW,1.2825
3AHPX,1.2825
3BFKS,0.5467
3BFKT,0.5467
3BFKU,0.5467
3BFKV,0.5467
3BFKW,0.5467
3BFKX,0.5467
3BFLS,0.7123
3BFLT,0.7123
3BFLU,0.7123
3BFLV,0.7123
3BFLW,0.7123
3BFLX,0.7123
3BFMS,0.8779
3BFMT,0.8779
3BFMU,0.8779
3BFMV,0.8779
3BFMW,0.8779
3BFMX,0.8779
3BFNS,1.0434
3BFNT,1.0434
3BFNU,1.0434
3BFNV,1.0434
3BFNW,1.0434
3BFNX,1.0434
3BFPS,1.209
3BFPT,1.209
3BFPU,1.209
3BFPV,1.209
3BFPW,1.209
3BFPX,1.209
3BGKS,0.6752
3BGKT,0.6752
3BGKU,0.6752
3BGKV,0.6752
3BGKW,0.6752
3BGKX,0.6752
3BGLS,0.8271
3BGLT,0.8271
3BGLU,0.8271
3BGLV,0.8271
3BGLW,0.8271
3BGLX,0.8271
3BGMS,0.9789
3BGMT,0.9789
3BGMU,0.9789
3BGMV,0.9789
3BGMW,0.9789
3BGMX,0.9789
3BGNS,1.1308
3BGNT,1.1308
3BGNU,1.1308
3BGNV,1.1308
3BGNW,1.1308
3BGNX,1.1308
3BGPS,1.2826
3BGPT,1.2826
3BGPU,1.2826
3BGPV,1.2826
3BGPW,1.2826
3BGPX,1.2826
3BHKS,0.7444
3BHKT,0.7444
3BHKU,0.7444
3BHKV,0.7444
3BHKW,0.7444
3BHKX,0.7444
3BHLS,0.9064
3BHLT,0.9064
3BHLU,0.9064
3BHLV,0.9064
3BHLW,0.9064
3BHLX,0.9064
3BHMS,1.0685
3BHMT,1.0685
3BHMU,1.0685
3BHMV,1.0685
3BHMW,1.0685
3BHMX,1.0685
3BHNS,1.2305
3BHNT,1.2305
3BHNU,1.2305
3BHNV,1.2305
3BHNW,1.2305
3BHNX,1.2305
3BHPS,1.3927
3BHPT,1.3927
3BHPU,1.3927
3BHPV,1.3927
3BHPW,1.3927
3BHPX,1.3927
3CFKS,0.6925
3CFKT,0.6925
3CFKU,0.6925
3CFKV,0.6925
3CFKW,0.6925
3CFKX,0.6925
3CFLS,0.8622
3CFLT,0.8622
3CFLU,0.8622
3CFLV,0.8622
3CFLW,0.8622
3CFLX,0.8622
3CFMS,1.0319
3CFMT,1.0319
3CFMU,1.0319
3CFMV,1.0319
3CFMW,1.0319
3CFMX,1.0319
3CFNS,1.2016
3CFNT,1.2016
3CFNU,1.2016
3CFNV,1.2016
3CFNW,1.2016
3CFNX,1.2016
3CFPS,1.3713
3CFPT,1.3713
3CFPU,1.3713
3CFPV,1.3713
3CFPW,1.3713
3CFPX,1.3713
3CGKS,0.821
3CGKT,0.821
3CGKU,0.821
3CGKV,0.821
3CGKW,0.821
3CGKX,0.821
3CGLS,0.977
3CGLT,0.977
3CGLU,0.977
3CGLV,0.977
3CGLW,0.977
3CGLX,0.977
3CGMS,1.1329
3CGMT,1.1329
3CGMU,1.1329
3CGMV,1.1329
3CGMW,1.1329
3CGMX,1.1329
3CGNS,1.2888
3CGNT,1.2888
3CGNU,1.2888
3CGNV,1.2888
3CGNW,1.2888
3CGNX,1.2888
3CGPS,1.4448
3CGPT,1.4448
3CGPU,1.4448
3CGPV,1.4448
3CGPW,1.4448
3CGPX,1.4448
3CHKS,0.8902
3CHKT,0.8902
3CHKU,0.8902
3CHKV,0.8902
3CHKW,0.8902
3CHKX,0.8902
3CHLS,1.0563
3CHLT,1.0563
3CHLU,1.0563
3CHLV,1.0563
3CHLW,1.0563
3CHLX,1.0563
3CHMS,1.2225
3CHMT,1.2225
3CHMU,1.2225
3CHMV,1.2225
3CHMW,1.2225
3CHMX,1.2225
3CHNS,1.3887
3CHNT,1.3887
3CHNU,1.3887
3CHNV,1.3887
3CHNW,1.3887
3CHNX,1.3887
3CHPS,1.5549
3CHPT,1.5549
3CHPU,1.5549
3CHPV,1.5549
3CHPW,1.5549
3CHPX,1.5549
4AFKS,1.2494
4AFKT,1.2494
4AFKU,1.2494
4AFKV,1.2494
4AFKW,1.2494
4AFKX,1.2494
4AFLS,1.3911
4AFLT,1.3911
4AFLU,1.3911
4AFLV,1.3911
4AFLW,1.3911
4AFLX,1.3911
4AFMS,1.5328
4AFMT,1.5328
4AFMU,1.5328
4AFMV,1.5328
4AFMW,1.5328
4AFMX,1.5328
4AGKS,1.3093
4AGKT,1.3093
4AGKU,1.3093
4AGKV,1.3093
4AGKW,1.3093
4AGKX,1.3093
4AGLS,1.4699
4AGLT,1.4699
4AGLU,1.4699
4AGLV,1.4699
4AGLW,1.4699
4AGLX,1.4699
4AGMS,1.6306
4AGMT,1.6306
4AGMU,1.6306
4AGMV,1.6306
4AGMW,1.6306
4AGMX,1.6306
4AHKS,1.4295
4AHKT,1.4295
4AHKU,1.4295
4AHKV,1.4295
4AHKW,1.4295
4AHKX,1.4295
4AHLS,1.5824
4AHLT,1.5824
4AHLU,1.5824
4AHLV,1.5824
4AHLW,1.5824
4AHLX,1.5824
4AHMS,1.7351
4AHMT,1.7351
4AHMU,1.7351
4AHMV,1.7351
4AHMW,1.7351
4AHMX,1.7351
4BFKS,1.3746
4BFKT,1.3746
4BFKU,1.3746
4BFKV,1.3746
4BFKW,1.3746
4BFKX,1.3746
4BFLS,1.5196
4BFLT,1.5196
4BFLU,1.5196
4BFLV,1.5196
4BFLW,1.5196
4BFLX,1.5196
4BFMS,1.6646
4BFMT,1.6646
4BFMU,1.6646
4BFMV,1.6646
4BFMW,1.6646
4BFMX,1.6646
4BGKS,1.4345
4BGKT,1.4345
4BGKU,1.4345
4BGKV,1.4345
4BGKW,1.4345
4BGKX,1.4345
4BGLS,1.5984
4BGLT,1.5984
4BGLU,1.5984
4BGLV,1.5984
4BGLW,1.5984
4BGLX,1.5984
4BGMS,1.7624
4BGMT,1.7624
4BGMU,1.7624
4BGMV,1.7624
4BGMW,1.7624
4BGMX,1.7624
4BHKS,1.5547
4BHKT,1.5547
4BHKU,1.5547
4BHKV,1.5547
4BHKW,1.5547
4BHKX,1.5547
4BHLS,1.7109
4BHLT,1.7109
4BHLU,1.7109
4BHLV,1.7109
4BHLW,1.7109
4BHLX,1.7109
4BHMS,1.8669
4BHMT,1.8669
4BHMU,1.8669
4BHMV,1.8669
4BHMW,1.8669
4BHMX,1.8669
4CFKS,1.5409
4CFKT,1.5409
4CFKU,1.5409
4CFKV,1.5409
4CFKW,1.5409
4CFKX,1.5409
4CFLS,1.6992
4CFLT,1.6992
4CFLU,1.6992
4CFLV,1.6992
4CFLW,1.6992
4CFLX,1.6992
4CFMS,1.8575
4CFMT,1.8575
4CFMU,1.8575
4CFMV,1.8575
4CFMW,1.8575
4CFMX,1.8575
4CGKS,1.6008
4CGKT,1.6008
4CGKU,1.6008
4CGKV,1.6008
4CGKW,1.6008
4CGKX,1.6008
4CGLS,1.7781
4CGLT,1.7781
4CGLU,1.7781
4CGLV,1.7781
4CGLW,1.7781
4CGLX,1.7781
4CGMS,1.9553
4CGMT,1.9553
4CGMU,1.9553
4CGMV,1.9553
4CGMW,1.9553
4CGMX,1.9553
4CHKS,1.721
4CHKT,1.721
4CHKU,1.721
4CHKV,1.721
4CHKW,1.721
4CHKX,1.721
4CHLS,1.8904
4CHLT,1.8904
4CHLU,1.8904
4CHLV,1.8904
4CHLW,1.8904
4CHLX,1.8904
4CHMS,2.0599
4CHMT,2.0599
4CHMU,2.0599
4CHMV,2.0599
4CHMW,2.0599
4CHMX,2.0599
5AFKS,1.6745
5AFKT,1.6745
5AFKU,1.6745
5AFKV,1.6745
5AFKW,1.6745
5AFKX,1.6745
5AGKS,1.7912
5AGKT,1.7912
5AGKU,1.7912
5AGKV,1.7912
5AGKW,1.7912
5AGKX,1.7912
5AHKS,1.8879
5AHKT,1.8879
5AHKU,1.8879
5AHKV,1.8879
5AHKW,1.8879
5AHKX,1.8879
5BFKS,1.8096
5BFKT,1.8096
5BFKU,1.8096
5BFKV,1.8096
5BFKW,1.8096
5BFKX,1.8096
5BGKS,1.9263
5BGKT,1.9263
5BGKU,1.9263
5BGKV,1.9263
5BGKW,1.9263
5BGKX,1.9263
5BHKS,2.023
5BHKT,2.023
5BHKU,2.023
5BHKV,2.023
5BHKW,2.023
5BHKX,2.023
5CFKS,2.0157
5CFKT,2.0157
5CFKU,2.0157
5CFKV,2.0157
5CFKW,2.0157
5CFKX,2.0157
5CGKS,2.1325
5CGKT,2.1325
5CGKU,2.1325
5CGKV,2.1325
5CGKW,2.1325
5CGKX,2.1325
5CHKS,2.2292
5CHKT,2.2292
5CHKU,2.2292
5CHKV,2.2292
5CHKW,2.2292
5CHKX,2.2292
