code,Name,State,CBSA,wage_index
1630,Walker, Alabama  ,13820,0.8367
35070,Burleigh, N Dakota  ,13900,0.7282
35290,Morton, N Dakota  ,13900,0.7282
49350,Giles, Virginia  ,13980,0.8319
49600,Montgomery, Virginia  ,13980,0.8319
49770,Pulaski, Virginia  ,13980,0.8319
49771,Radford City, Virginia  ,13980,0.8319
15270,Greene, Indiana  ,14020,0.9304
15520,Monroe, Indiana  ,14020,0.9304
15590,Owen, Indiana  ,14020,0.9304
14650,Mclean, Illinois  ,14060,0.931
13000,Ada, Idaho  ,14260,0.9259
13070,Boise, Idaho  ,14260,0.9259
13130,Canyon, Idaho  ,14260,0.9259
13220,Gem, Idaho  ,14260,0.9259
13360,Owyhee, Idaho  ,14260,0.9259
22130,Norfolk, Massachusetts  ,14484,1.2453
22150,Plymouth, Massachusetts  ,14484,1.2453
22160,Suffolk, Massachusetts  ,14484,1.2453
6060,Boulder, Colorado  ,14500,0.985
18291,Edmonson, Kentucky,14540,0.8573
18986,Warren, Kentucky,14540,0.8573
50170,Kitsap, Washington  ,14740,1.0268
7000,Fairfield, Connecticut  ,14860,1.3252
45240,Cameron, Texas  ,15180,0.8179
11110,Brantley, Georgia  ,15260,0.8457
11490,Glynn, Georgia  ,15260,0.8457
11703,McIntosh, Georgia  ,15260,0.8457
33240,Erie, New York  ,15380,1.0045
33500,Niagara, New York  ,15380,1.0045
34000,Alamance, N Carolina  ,15500,0.8529
47030,Chittenden, Vermont  ,15540,1.013
47050,Franklin, Vermont  ,15540,1.013
47060,Grand Isle, Vermont  ,15540,1.013
22090,Middlesex, Massachusetts  ,15764,1.1146
31150,Burlington, New Jersey,15804,1.0254
31160,Camden, New Jersey,15804,1.0254
31220,Gloucester, New Jersey,15804,1.0254
36090,Carroll, Ohio,15940,0.873
36770,Stark, Ohio,15940,0.873
10350,Lee, Florida  ,15980,0.8683
14010,Alexander, Illinois  ,16020,0.9174
26080,Bollinger, Missouri  ,16020,0.9174
26150,Cape Girardeau, Missouri  ,16020,0.9174
29120,Carson City, Nevada  ,16180,1.0721
53120,Natrona, Wyoming  ,16220,1.0111
16050,Benton, Iowa  ,16300,0.8964
16520,Jones, Iowa  ,16300,0.8964
16560,Linn, Iowa  ,16300,0.8964
14090,Champaign, Illinois  ,16580,0.9416
14350,Ford, Illinois  ,16580,0.9416
14820,Piatt, Illinois  ,16580,0.9416
51020,Boone, W Virginia  ,16620,0.8119
51070,Clay, W Virginia  ,16620,0.8119
51190,Kanawha, W Virginia  ,16620,0.8119
51210,Lincoln, W Virginia  ,16620,0.8119
51390,Putnam, W Virginia  ,16620,0.8119
42070,Berkeley, S Carolina  ,16700,0.8972
42090,Charleston, S Carolina  ,16700,0.8972
42170,Dorchester, S Carolina  ,16700,0.8972
34030,Anson, N Carolina  ,16740,0.9447
34120,Cabarrus, N Carolina  ,16740,0.9447
34350,Gaston, N Carolina  ,16740,0.9447
34590,Mecklenburg, N Carolina  ,16740,0.9447
34890,Union, N Carolina  ,16740,0.9447
42450,York, S Carolina  ,16740,0.9447
49010,Albemarle, Virginia  ,16820,0.9209
49191,Charlottesville City, Virginia  ,16820,0.9209
49320,Fluvanna, Virginia  ,16820,0.9209
49390,Greene, Virginia  ,16820,0.9209
49620,Nelson, Virginia  ,16820,0.9209
11200,Catoosa, Georgia  ,16860,0.8783
11341,Dade, Georgia  ,16860,0.8783
44320,Hamilton, Tennessee  ,16860,0.8783
44570,Marion, Tennessee  ,16860,0.8783
44760,Sequatchie, Tennessee  ,16860,0.8783
11921,Walker, Georgia  ,16860,0.8783
53100,Laramie, Wyoming  ,16940,0.9494
14141,Cook, Illinois  ,16974,1.0418
14170,De Kalb, Illinois  ,16974,1.0418
14250,Du Page, Illinois  ,16974,1.0418
14400,Grundy, Illinois  ,16974,1.0418
14530,Kane, Illinois  ,16974,1.0418
14550,Kendall, Illinois  ,16974,1.0418
14640,Mc Henry, Illinois  ,16974,1.0418
14989,Will, Illinois  ,16974,1.0418
5030,Butte, California  ,17020,1.1616
18070,Boone, Kentucky,17140,0.947
18110,Bracken, Kentucky,17140,0.947
36070,Brown, Ohio,17140,0.947
36080,Butler, Ohio,17140,0.947
18180,Campbell, Kentucky,17140,0.947
36120,Clermont, Ohio,17140,0.947
15140,Dearborn, Indiana  ,17140,0.947
15230,Franklin, Indiana  ,17140,0.947
18362,Gallatin, Kentucky,17140,0.947
18400,Grant, Kentucky,17140,0.947
36310,Hamilton, Ohio,17140,0.947
18580,Kenton, Kentucky,17140,0.947
15570,Ohio, Indiana  ,17140,0.947
18932,Pendleton, Kentucky,17140,0.947
36840,Warren, Ohio,17140,0.947
18230,Christian, Kentucky,17300,0.7802
44620,Montgomery, Tennessee  ,17300,0.7802
44800,Stewart, Tennessee  ,17300,0.7802
18983,Trigg, Kentucky,17300,0.7802
44050,Bradley, Tennessee  ,17420,0.7496
44690,Polk, Tennessee  ,17420,0.7496
36170,Cuyahoga, Ohio,17460,0.9303
36280,Geauga, Ohio,17460,0.9303
36440,Lake, Ohio,17460,0.9303
36480,Lorain, Ohio,17460,0.9303
36530,Medina, Ohio,17460,0.9303
13270,Kootenai, Idaho  ,17660,0.9064
45190,Brazos, Texas  ,17780,0.9497
45221,Burleson, Texas  ,17780,0.9497
45878,Robertson, Texas  ,17780,0.9497
6200,El Paso, Colorado  ,17820,0.9282
6590,Teller, Colorado  ,17820,0.9282
26090,Boone, Missouri  ,17860,0.8196
26440,Howard, Missouri  ,17860,0.8196
42080,Calhoun, S Carolina  ,17900,0.8601
42190,Fairfield, S Carolina  ,17900,0.8601
42270,Kershaw, S Carolina  ,17900,0.8601
42310,Lexington, S Carolina  ,17900,0.8601
42390,Richland, S Carolina  ,17900,0.8601
42400,Saluda, S Carolina  ,17900,0.8601
11230,Chattahoochee, Georgia  ,17980,0.817
11580,Harris, Georgia  ,17980,0.817
11730,Marion, Georgia  ,17980,0.817
11780,Muscogee, Georgia  ,17980,0.817
1560,Russell, Alabama  ,17980,0.817
15020,Bartholomew, Indiana  ,18020,0.9818
36210,Delaware, Ohio,18140,0.9803
36230,Fairfield, Ohio,18140,0.9803
36250,Franklin, Ohio,18140,0.9803
36460,Licking, Ohio,18140,0.9803
36500,Madison, Ohio,18140,0.9803
36600,Morrow, Ohio,18140,0.9803
36660,Pickaway, Ohio,18140,0.9803
36810,Union, Ohio,18140,0.9803
45030,Aransas, Texas  ,18580,0.8433
45830,Nueces, Texas  ,18580,0.8433
45885,San Patricio, Texas  ,18580,0.8433
38010,Benton, Oregon  ,18700,1.0596
10450,Okaloosa, Florida  ,18880,0.8911
21000,Allegany, Maryland  ,19060,0.8054
51280,Mineral, W Virginia  ,19060,0.8054
45310,Collin, Texas  ,19124,0.9831
45390,Dallas, Texas  ,19124,0.9831
45400,Delta, Texas  ,19124,0.9831
45410,Denton, Texas  ,19124,0.9831
45470,Ellis, Texas  ,19124,0.9831
45670,Hunt, Texas  ,19124,0.9831
45730,Kaufman, Texas  ,19124,0.9831
45879,Rockwall, Texas  ,19124,0.9831
11772,Murray, Georgia  ,19140,0.8625
11970,Whitfield, Georgia  ,19140,0.8625
14982,Vermilion, Illinois  ,19180,0.946
49241,Danville City, Virginia  ,19260,0.7888
49710,Pittsylvania, Virginia  ,19260,0.7888
14450,Henry, Illinois  ,19340,0.9306
14740,Mercer, Illinois  ,19340,0.9306
14890,Rock Island, Illinois  ,19340,0.9306
16810,Scott, Iowa  ,19340,0.9306
36290,Greene, Ohio,19380,0.9034
36560,Miami, Ohio,19380,0.9034
36580,Montgomery, Ohio,19380,0.9034
36690,Preble, Ohio,19380,0.9034
1390,Lawrence, Alabama  ,19460,0.7165
1510,Morgan, Alabama  ,19460,0.7165
14660,Macon, Illinois  ,19500,0.8151
10630,Volusia, Florida  ,19660,0.856
6000,Adams, Colorado  ,19740,1.0395
6020,Arapahoe, Colorado  ,19740,1.0395
6630,Broomfield, Colorado  ,19740,1.0395
6090,Clear Creek, Colorado  ,19740,1.0395
6150,Denver, Colorado  ,19740,1.0395
6170,Douglas, Colorado  ,19740,1.0395
6190,Elbert, Colorado  ,19740,1.0395
6230,Gilpin, Colorado  ,19740,1.0395
6290,Jefferson, Colorado  ,19740,1.0395
6460,Park, Colorado  ,19740,1.0395
16240,Dallas, Iowa  ,19780,0.9393
16380,Guthrie, Iowa  ,19780,0.9393
16600,Madison, Iowa  ,19780,0.9393
16760,Polk, Iowa  ,19780,0.9393
16900,Warren, Iowa  ,19780,0.9393
23810,Wayne, Michigan  ,19804,0.9237
1300,Geneva, Alabama  ,20020,0.7108
1330,Henry, Alabama  ,20020,0.7108
1340,Houston, Alabama  ,20020,0.7108
8000,Kent, Delaware  ,20100,0.9939
16300,Dubuque, Iowa  ,20220,0.879
24080,Carlton, Minnesota  ,20260,1.0123
52150,Douglas, Wisconsin  ,20260,1.0123
24680,St Louis, Minnesota  ,20260,1.0123
34180,Chatham, N Carolina  ,20500,0.9669
34310,Durham, N Carolina  ,20500,0.9669
34670,Orange, N Carolina  ,20500,0.9669
34720,Person, N Carolina  ,20500,0.9669
52080,Chippewa, Wisconsin  ,20740,1.0103
52170,Eau Claire, Wisconsin  ,20740,1.0103
31270,Middlesex, New Jersey,20764,1.0985
31290,Monmouth, New Jersey,20764,1.0985
31310,Ocean, New Jersey,20764,1.0985
31350,Somerset, New Jersey,20764,1.0985
5120,Imperial, California  ,20940,0.8848
18460,Hardin, Kentucky,21060,0.7894
18610,Larue, Kentucky,21060,0.7894
15190,Elkhart, Indiana  ,21140,0.9337
33070,Chemung, New York  ,21300,0.8725
45480,El Paso, Texas  ,21340,0.8404
39320,Erie, Pennsylvania  ,21500,0.794
38190,Lane, Oregon  ,21660,1.1723
15250,Gibson, Indiana  ,21780,0.8381
18500,Henderson, Kentucky,21780,0.8381
15640,Posey, Indiana  ,21780,0.8381
15810,Vanderburgh, Indiana  ,21780,0.8381
15860,Warrick, Indiana  ,21780,0.8381
18989,Webster, Kentucky,21780,0.8381
2090,Fairbanks, Alaska  ,21820,1.0997
40180,Ceiba, Puerto Rico  ,21940,0.3728
40260,Fajardo, Puerto Rico  ,21940,0.3728
40440,Luquillo, Puerto Rico  ,21940,0.3728
35080,Cass, N Dakota  ,22020,0.7802
24130,Clay, Minnesota  ,22020,0.7802
32220,San Juan, New Mexico  ,22140,0.9735
34250,Cumberland, N Carolina  ,22180,0.8601
34460,Hoke, N Carolina  ,22180,0.8601
4030,Benton, Arkansas  ,22220,0.8955
4430,Madison, Arkansas  ,22220,0.8955
26590,Mc Donald, Missouri  ,22220,0.8955
4710,Washington, Arkansas  ,22220,0.8955
3020,Coconino, Arizona  ,22380,1.2786
23240,Genesee, Michigan  ,22420,1.1238
42150,Darlington, S Carolina  ,22500,0.7999
42200,Florence, S Carolina  ,22500,0.7999
1160,Colbert, Alabama  ,22520,0.7684
1380,Lauderdale, Alabama  ,22520,0.7684
52190,Fond Du Lac, Wisconsin  ,22540,0.9477
6340,Larimer, Colorado  ,22660,0.9704
10050,Broward, Florida  ,22744,1.0378
4160,Crawford, Arkansas  ,22900,0.7561
4230,Franklin, Arkansas  ,22900,0.7561
37390,Le Flore, Oklahoma  ,22900,0.7561
4650,Sebastian, Arkansas  ,22900,0.7561
37670,Sequoyah, Oklahoma  ,22900,0.7561
15010,Allen, Indiana  ,23060,0.901
15890,Wells, Indiana  ,23060,0.901
15910,Whitley, Indiana  ,23060,0.901
45720,Johnson, Texas  ,23104,0.9535
45843,Parker, Texas  ,23104,0.9535
45910,Tarrant, Texas  ,23104,0.9535
45973,Wise, Texas  ,23104,0.9535
5090,Fresno, California  ,23420,1.1768
1270,Etowah, Alabama  ,23460,0.7983
10000,Alachua, Florida  ,23540,0.971
10200,Gilchrist, Florida  ,23540,0.971
11550,Hall, Georgia  ,23580,0.9253
15360,Jasper, Indiana  ,23844,0.9418
15440,Lake, Indiana  ,23844,0.9418
15550,Newton, Indiana  ,23844,0.9418
15630,Porter, Indiana  ,23844,0.9418
33750,Warren, New York  ,24020,0.8367
33760,Washington, New York  ,24020,0.8367
34950,Wayne, N Carolina  ,24140,0.855
35170,Grand Forks, N Dakota  ,24220,0.729
24590,Polk, Minnesota  ,24220,0.729
6380,Mesa, Colorado  ,24300,0.927
23070,Barry, Michigan  ,24340,0.9091
23330,Ionia, Michigan  ,24340,0.9091
23400,Kent, Michigan  ,24340,0.9091
23610,Newaygo, Michigan  ,24340,0.9091
27060,Cascade, Montana  ,24500,0.9235
6610,Weld, Colorado  ,24540,0.9653
52040,Brown, Wisconsin  ,24580,0.9587
52300,Kewaunee, Wisconsin  ,24580,0.9587
52410,Oconto, Wisconsin  ,24580,0.9587
34400,Guilford, N Carolina  ,24660,0.832
34750,Randolph, N Carolina  ,24660,0.832
34780,Rockingham, N Carolina  ,24660,0.832
34390,Greene, N Carolina  ,24780,0.9343
34730,Pitt, N Carolina  ,24780,0.9343
42220,Greenville, S Carolina  ,24860,0.9604
42290,Laurens, S Carolina  ,24860,0.9604
42380,Pickens, S Carolina  ,24860,0.9604
40080,Arroyo, Puerto Rico  ,25020,0.3707
40280,Guayama, Puerto Rico  ,25020,0.3707
40540,Patillas, Puerto Rico  ,25020,0.3707
25220,Hancock, Mississippi  ,25060,0.8575
25230,Harrison, Mississippi  ,25060,0.8575
25650,Stone, Mississippi  ,25060,0.8575
51010,Berkeley, W Virginia  ,25180,0.9234
51320,Morgan, W Virginia  ,25180,0.9234
21210,Washington, Maryland  ,25180,0.9234
5150,Kings, California  ,25260,1.1124
39270,Cumberland, Pennsylvania  ,25420,0.9533
39280,Dauphin, Pennsylvania  ,25420,0.9533
39610,Perry, Pennsylvania  ,25420,0.9533
49421,Harrisonburg City, Virginia  ,25500,0.909
49820,Rockingham, Virginia  ,25500,0.909
7010,Hartford, Connecticut  ,25540,1.105
7030,Middlesex, Connecticut  ,25540,1.105
7060,Tolland, Connecticut  ,25540,1.105
25170,Forrest, Mississippi  ,25620,0.7938
25360,Lamar, Mississippi  ,25620,0.7938
25550,Perry, Mississippi  ,25620,0.7938
34010,Alexander, N Carolina  ,25860,0.8492
34110,Burke, N Carolina  ,25860,0.8492
34130,Caldwell, N Carolina  ,25860,0.8492
34170,Catawba, N Carolina  ,25860,0.8492
11680,Liberty, Georgia  ,25980,0.87
11691,Long, Georgia  ,25980,0.87
23690,Ottawa, Michigan  ,26100,0.8016
12020,Honolulu, Hawaii  ,26180,1.2321
4250,Garland, Arkansas  ,26300,0.8474
19280,Lafourche, Louisiana  ,26380,0.7525
19540,Terrebonne, Louisiana  ,26380,0.7525
45070,Austin, Texas  ,26420,0.9915
45180,Brazoria, Texas  ,26420,0.9915
45280,Chambers, Texas  ,26420,0.9915
45530,Fort Bend, Texas  ,26420,0.9915
45550,Galveston, Texas  ,26420,0.9915
45610,Harris, Texas  ,26420,0.9915
45757,Liberty, Texas  ,26420,0.9915
45801,Montgomery, Texas  ,26420,0.9915
45884,San Jacinto, Texas  ,26420,0.9915
45950,Waller, Texas  ,26420,0.9915
18090,Boyd, Kentucky,26580,0.8944
51050,Cabell, W Virginia  ,26580,0.8944
18440,Greenup, Kentucky,26580,0.8944
36450,Lawrence, Ohio,26580,0.8944
51490,Wayne, W Virginia  ,26580,0.8944
1410,Limestone, Alabama  ,26620,0.8455
1440,Madison, Alabama  ,26620,0.8455
13090,Bonneville, Idaho  ,26820,0.9312
13250,Jefferson, Idaho  ,26820,0.9312
15050,Boone, Indiana  ,26900,1.0108
15060,Brown, Indiana  ,26900,1.0108
15280,Hamilton, Indiana  ,26900,1.0108
15290,Hancock, Indiana  ,26900,1.0108
15310,Hendricks, Indiana  ,26900,1.0108
15400,Johnson, Indiana  ,26900,1.0108
15480,Marion, Indiana  ,26900,1.0108
15540,Morgan, Indiana  ,26900,1.0108
15660,Putnam, Indiana  ,26900,1.0108
15720,Shelby, Indiana  ,26900,1.0108
16510,Johnson, Iowa  ,26980,0.9854
16910,Washington, Iowa  ,26980,0.9854
33730,Tompkins, New York  ,27060,0.9326
23370,Jackson, Michigan  ,27100,0.8944
25140,Copiah, Mississippi  ,27140,0.8162
25240,Hinds, Mississippi  ,27140,0.8162
25440,Madison, Mississippi  ,27140,0.8162
25600,Rankin, Mississippi  ,27140,0.8162
25630,Simpson, Mississippi  ,27140,0.8162
44110,Chester, Tennessee  ,27180,0.7729
44560,Madison, Tennessee  ,27180,0.7729
10010,Baker, Florida  ,27260,0.8956
10090,Clay, Florida  ,27260,0.8956
10150,Duval, Florida  ,27260,0.8956
10440,Nassau, Florida  ,27260,0.8956
10540,St. Johns, Florida  ,27260,0.8956
34660,Onslow, N Carolina  ,27340,0.7861
52520,Rock, Wisconsin  ,27500,0.9071
26130,Callaway, Missouri  ,27620,0.8465
26250,Cole, Missouri  ,27620,0.8465
26670,Moniteau, Missouri  ,27620,0.8465
26750,Osage, Missouri  ,27620,0.8465
44090,Carter, Tennessee  ,27740,0.7226
44850,Unicoi, Tennessee  ,27740,0.7226
44890,Washington, Tennessee  ,27740,0.7226
39160,Cambria, Pennsylvania  ,27780,0.845
4150,Craighead, Arkansas  ,27860,0.7983
4550,Poinsett, Arkansas  ,27860,0.7983
26480,Jasper, Missouri  ,27900,0.7983
26720,Newton, Missouri  ,27900,0.7983
23380,Kalamazoo, Michigan  ,28020,0.9959
23790,Van Buren, Michigan  ,28020,0.9959
14540,Kankakee, Illinois  ,28100,0.9657
26060,Bates, Missouri  ,28140,0.9447
26120,Caldwell, Missouri  ,28140,0.9447
26180,Cass, Missouri  ,28140,0.9447
26230,Clay, Missouri  ,28140,0.9447
26240,Clinton, Missouri  ,28140,0.9447
17290,Franklin, Kansas  ,28140,0.9447
26470,Jackson, Missouri  ,28140,0.9447
17450,Johnson, Kansas  ,28140,0.9447
26530,Lafayette, Missouri  ,28140,0.9447
17510,Leavenworth, Kansas  ,28140,0.9447
17530,Linn, Kansas  ,28140,0.9447
17600,Miami, Kansas  ,28140,0.9447
26820,Platte, Missouri  ,28140,0.9447
26880,Ray, Missouri  ,28140,0.9447
17986,Wyandotte, Kansas  ,28140,0.9447
50020,Benton, Washington  ,28420,0.9459
50100,Franklin, Washington  ,28420,0.9459
45120,Bell, Texas  ,28660,0.8925
45341,Coryell, Texas  ,28660,0.8925
45752,Lampasas, Texas  ,28660,0.8925
49111,Bristol City, Virginia  ,28700,0.7192
44360,Hawkins, Tennessee  ,28700,0.7192
49840,Scott, Virginia  ,28700,0.7192
44810,Sullivan, Tennessee  ,28700,0.7192
49950,Washington, Virginia  ,28700,0.7192
33740,Ulster, New York  ,28740,0.9066
44000,Anderson, Tennessee  ,28940,0.7432
44040,Blount, Tennessee  ,28940,0.7432
44460,Knox, Tennessee  ,28940,0.7432
44520,Loudon, Tennessee  ,28940,0.7432
44860,Union, Tennessee  ,28940,0.7432
15330,Howard, Indiana  ,29020,0.9061
15790,Tipton, Indiana  ,29020,0.9061
24270,Houston, Minnesota  ,29100,1.0205
52310,La Crosse, Wisconsin  ,29100,1.0205
15030,Benton, Indiana  ,29140,0.9954
15070,Carroll, Indiana  ,29140,0.9954
15780,Tippecanoe, Indiana  ,29140,0.9954
19270,Lafayette, Louisiana  ,29180,0.8231
19490,St Martin, Louisiana  ,29180,0.8231
19090,Calcasieu, Louisiana  ,29340,0.7765
19110,Cameron, Louisiana  ,29340,0.7765
52290,Kenosha, Wisconsin  ,29404,1.0658
14570,Lake, Illinois  ,29404,1.0658
3070,Mohave, Arizona  ,29420,0.9912
10520,Polk, Florida  ,29460,0.8283
39440,Lancaster, Pennsylvania  ,29540,0.9695
23180,Clinton, Michigan  ,29620,1.0618
23220,Eaton, Michigan  ,29620,1.0618
23320,Ingham, Michigan  ,29620,1.0618
45953,Webb, Texas  ,29700,0.7586
32060,Dona Ana, New Mexico  ,29740,0.9265
29010,Clark, Nevada  ,29820,1.1627
17220,Douglas, Kansas  ,29940,0.8664
37150,Comanche, Oklahoma  ,30020,0.7893
39460,Lebanon, Pennsylvania  ,30140,0.8157
50010,Asotin, Washington  ,30300,0.9215
13340,Nez Perce, Idaho  ,30300,0.9215
20000,Androscoggin, Maine  ,30340,0.9048
18080,Bourbon, Kentucky,30460,0.8902
18240,Clark, Kentucky,30460,0.8902
18330,Fayette, Kentucky,30460,0.8902
18560,Jessamine, Kentucky,30460,0.8902
18977,Scott, Kentucky,30460,0.8902
18992,Woodford, Kentucky,30460,0.8902
36010,Allen, Ohio,30620,0.9158
28540,Lancaster, Nebraska  ,30700,0.9465
28790,Seward, Nebraska  ,30700,0.9465
4220,Faulkner, Arkansas  ,30780,0.8632
4260,Grant, Arkansas  ,30780,0.8632
4420,Lonoke, Arkansas  ,30780,0.8632
4520,Perry, Arkansas  ,30780,0.8632
4590,Pulaski, Arkansas  ,30780,0.8632
4620,Saline, Arkansas  ,30780,0.8632
46020,Cache, Utah  ,30860,0.8754
13200,Franklin, Idaho  ,30860,0.8754
45570,Gregg, Texas  ,30980,0.8933
45881,Rusk, Texas  ,30980,0.8933
45943,Upshur, Texas  ,30980,0.8933
50070,Cowlitz, Washington  ,31020,1.046
5200,Los Angeles, California  ,31084,1.2417
18140,Bullitt, Kentucky,31140,0.8852
15090,Clark, Indiana  ,31140,0.8852
15210,Floyd, Indiana  ,31140,0.8852
15300,Harrison, Indiana  ,31140,0.8852
18510,Henry, Kentucky,31140,0.8852
18550,Jefferson, Kentucky,31140,0.8852
18801,Meade, Kentucky,31140,0.8852
18890,Nelson, Kentucky,31140,0.8852
18920,Oldham, Kentucky,31140,0.8852
